masterId,parentId,itemGuid,Menu group,Subgroup,Qty sold,Avg. price,Gross sales,Discount amount,Refund amount,Void amount,Net sales,Gross profit,Gross margin (%),Tax,Waste count,Waste amount
"",,,,,7049.0,8.32,58653.35,797.53,0.0,136.10,57855.82,,,5034.79,0.0,0.0
400000005016425582,,fcc81aae-6a61-434a-ad3f-1a3460e3ae3c,Appetizers,,1212.0,9.13,11067.90,244.09,0.0,16.0,10823.81,,,920.87,0.0,0.0
400000005016425588,,4454c57f-e6f3-455d-8ae0-55938bf74c17,Banh Mi,,951.0,11.23,10681.25,101.78,0.0,26.05,10579.47,,,895.61,0.0,0.0
400000005177874151,,9076acfa-95eb-4a5a-adf2-132b15c4b638,Brioche,,127.0,10.20,1295.40,70.08,0.0,9.95,1225.32,,,104.57,0.0,0.0
400000005016425586,,a66e6805-a420-4763-9d8c-f3d570364277,Rice Bowls,,1812.0,14.19,25711.20,196.82,0.0,30.90,25514.38,,,2162.69,0.0,0.0
400000005016425584,,b13efb3f-4c20-4942-bd11-bde2d6131adb,Salads,,226.0,11.44,2585.25,43.95,0.0,12.75,2541.30,,,216.53,0.0,0.0
400000005016425592,,13a4f75d-7ec5-4559-b2c9-d470a6e8e5c9,Specials,,99.0,12.95,1281.90,0.0,0.0,13.95,1281.90,,,109.22,0.0,0.0
400000005016425594,,68a54b65-0ce8-471e-9b82-4f6b57cf852c,Sides,,147.0,2.17,319.0,62.35,0.0,3.0,256.65,,,22.02,0.0,0.0
400000005016425596,,df901685-9a9a-4562-8193-4d7e92edff68,Desserts,,420.0,3.86,1620.0,69.60,0.0,23.5,1550.40,,,132.62,0.0,0.0
400000005016426081,,b68334cc-f674-4a60-acc0-c81a21785597,Non-Alcoholic Beverages,,1878.0,1.64,3085.95,8.86,0.0,0.0,3077.09,,,258.65,0.0,0.0
400000005016426083,,f5d2b7df-5557-4fb9-80bb-82c8eb6832ff,Beers,,158.0,6.08,960.5,0.0,0.0,0.0,960.5,,,208.17,0.0,0.0
400000005775332659,,be744558-52a2-4fa3-9d90-73d22065d460,TO-GO WARE,,16.0,0.00,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
400000005016451350,,,Merchandise,,3.0,15.00,45.0,0.0,0.0,0.0,45.0,,,3.84,0.0,0.0
400000008223543184,400000005016451350,f372ba4d-cf80-46f5-82d2-1e9be9d9bf8b,Merchandise,Yin Yang Hoodie,3.0,15.00,45.0,0.0,0.0,0.0,45.0,,,3.84,0.0,0.0
-5,,,Gift card,,1.0,40.00,40.0,0.0,0.0,0.0,40.0,,,0.0,0.0,0.0
