masterId,parentId,itemGuid,Menu group,Subgroup,Qty sold,Avg. price,Gross sales,Discount amount,Refund amount,Void amount,Net sales,Gross profit,Gross margin (%),Tax,Waste count,Waste amount
"",,,,,7501.0,8.41,63066.30,749.04,0.0,469.40,62317.26,,,5452.92,0.0,0.0
400000005016425582,,fcc81aae-6a61-434a-ad3f-1a3460e3ae3c,Appetizers,,1395.0,8.97,12515.45,210.16,0.0,46.65,12305.29,,,1045.82,0.0,0.0
400000005016425588,,4454c57f-e6f3-455d-8ae0-55938bf74c17,Banh Mi,,1001.0,11.13,11137.50,58.45,0.0,37.15,11079.05,,,941.23,0.0,0.0
400000005177874151,,9076acfa-95eb-4a5a-adf2-132b15c4b638,Brioche,,135.0,10.01,1352.0,32.49,0.0,0.0,1319.51,,,112.66,0.0,0.0
400000005016425586,,a66e6805-a420-4763-9d8c-f3d570364277,Rice Bowls,,1937.0,14.17,27439.60,237.48,0.0,81.7,27202.12,,,2307.20,0.0,0.0
400000005016425584,,b13efb3f-4c20-4942-bd11-bde2d6131adb,Salads,,233.0,11.59,2701.60,47.96,0.0,10.55,2653.64,,,226.05,0.0,0.0
400000005016425592,,13a4f75d-7ec5-4559-b2c9-d470a6e8e5c9,Specials,,99.0,13.16,1303.05,0.0,0.0,254.0,1303.05,,,111.01,0.0,0.0
400000005016425594,,68a54b65-0ce8-471e-9b82-4f6b57cf852c,Sides,,179.0,2.21,396.0,108.0,0.0,10.0,288.0,,,24.63,0.0,0.0
400000005016425596,,df901685-9a9a-4562-8193-4d7e92edff68,Desserts,,458.0,3.84,1758.0,45.05,0.0,16.5,1712.95,,,146.19,0.0,0.0
400000005016426081,,b68334cc-f674-4a60-acc0-c81a21785597,Non-Alcoholic Beverages,,1842.0,1.71,3145.10,9.45,0.0,8.85,3135.65,,,265.72,0.0,0.0
400000005016426083,,f5d2b7df-5557-4fb9-80bb-82c8eb6832ff,Beers,,205.0,5.99,1228.0,0.0,0.0,4.0,1228.0,,,264.73,0.0,0.0
400000005775332659,,be744558-52a2-4fa3-9d90-73d22065d460,TO-GO WARE,,11.0,0.00,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0
400000005461587104,,2b6a9422-d175-40f3-b5bd-339bcdf2fd33,Hoodie,,2.0,15.00,30.0,0.0,0.0,0.0,30.0,,,2.56,0.0,0.0
400000005016451350,,,Merchandise,,4.0,15.00,60.0,0.0,0.0,0.0,60.0,,,5.12,0.0,0.0
400000008223543184,400000005016451350,f372ba4d-cf80-46f5-82d2-1e9be9d9bf8b,Merchandise,Yin Yang Hoodie,1.0,15.00,15.0,0.0,0.0,0.0,15.0,,,1.28,0.0,0.0
400000005461587100,400000005016451350,5c01d27c-d5e4-4fd7-a652-d3f576e7e829,Merchandise,Crop Hoodie,3.0,15.00,45.0,0.0,0.0,0.0,45.0,,,3.84,0.0,0.0
-5,,,Gift card,,1.0,30.00,30.0,0.0,0.0,0.0,30.0,,,0.0,0.0,0.0
